X,Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist.Role,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Credit.Line,Geography.Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights.and.Reproduction
79470,218643,FALSE,European Sculpture and Decorative Arts,1910,Insertion,Insertion,"Austrian, Tyrol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20th century,1900,1924,Bobbin lace,L. 21 x W. 4 inches (53.3 x 10.2 cm),"Gift of Julia Chester Wells, 1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA
72833,320610,FALSE,"Arts of Africa, Oceania, and the Americas",1946,Cloth,Tzut,Guatemala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20th century,1900,2000,"Cotton, silk",H. 27 1/2 x W. 27 in. (69.9 x 68.6 cm),"Gift of Mrs. Charles V. Riley, in memory of her daughter, Mary G. Riley, 1946",NA,NA,NA,NA,Guatemala,Mesoamerica,NA,NA,NA,NA,NA,Textiles-Woven,NA
63802,693961,FALSE,Drawings and Prints,1927,Print,"Wilton album, folio 52a: The Annunciation; an angel to the left, holding a lily and pointing to the heavens; the Virgin, kneeling on the right with arms outstretched",NA,NA,NA,NA,NA,Publisher|Artist|Artist,Possibly after,Nicolaus van Aelst|Ventura Salimbeni|Anonymous,"Flemish, Brussels 1526–1613 Rome|Italian, Siena 1568–1613 Siena",NA,"Aelst, Nicolaus van|Salimbeni, Ventura|Anonymous",NA,1526      |1568,1613      |1613,||,1594–1615,1594,1615,Etching,8 5/8 × 6 7/8 in. (21.9 × 17.4 cm),"Harris Brisbane Dick Fund, 1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
6182,266872,FALSE,Photographs,1992,Photograph,"Multiple Exposure Tree, Chicago",NA,NA,NA,NA,NA,Artist,NA,Harry Callahan,"American, Detroit, Michigan 1912–1999 Atlanta, Georgia",NA,"Callahan, Harry",American,1912,1999,NA,"1956, printed 1970s",1956,1956,Gelatin silver print,24.9 x 24.2 cm (9 13/16 x 9 1/2 in.),"Gift of Joyce and Robert Menschel, 1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,"© The Estate of Harry Callahan; Courtesy Pace/MacGill Gallery, New York"
21351,282962,FALSE,Photographs,1994,Postcard,[9 Postcards of Monuments Collected by Walker Evans],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900s–1960s,1900,1969,Photomechanical prints,from 8.0 x 13.6 to  9 x 14 cm,"Walker Evans Archive, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
67721,784608,FALSE,Drawings and Prints,1963,Print; ephemera,"Bert Lytell, Starring in Metro Productions, from the ""Movie Stars"" series (T85), issued with Strollers Cigarettes by Tobacco Products Corporation",NA,NA,NA,NA,NA,Publisher,Issued by,Tobacco Products Corporation,NA,NA,Tobacco Products Corporation,NA,1912,9999,NA,1922,1922,1922,Commercial photolithograph,Sheet: 2 1/2 × 1 3/8 in. (6.3 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
79695,764258,TRUE,Greek and Roman Art,2011,Undetermined open shape,Terracotta fragment of an open shape,"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375–25 B.C.,-650,-300,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
33941,316715,TRUE,"Arts of Africa, Oceania, and the Americas",1992,Whistle,"Whistle, Figure With Head On Head",Tembladera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9th–5th century B.C.,-900,-400,Ceramic,H. 2 3/8 × W. 1 1/2 × D. 1 1/4 in. (6 × 3.8 × 3.2 cm),"Gift of Conny and Fred Landmann, 1992",NA,Tembladera,NA,NA,Peru,NA,NA,NA,NA,NA,NA,Ceramics-Musical Instruments,NA
89700,282568,FALSE,Photographs,1994,Negative,"[Copy of Signed Photograph of Alfred E. Smith, Governor of New York, Standing on Dock in Suit and Hat, Eating Sandwich]",NA,NA,NA,NA,NA,Artist,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",American,1903,1975,NA,1929–39,1929,1939,Film negative,5 x 7 in.,"Walker Evans Archive, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art"
69632,727987,FALSE,Drawings and Prints,1962,Print,"A woman delousing a young boy, a little dog to the left",NA,NA,NA,NA,NA,Artist|Artist,After,Johann Peter Pichler|Bartolomé Estebán Murillo,"Austrian, Bolzano, 1765–1807|Spanish, Seville 1617–1682 Seville",NA,"Pichler, Johann Peter|Murillo, Bartolomé Estebán",NA,1765      |1617,1807      |1682,|,1797,1797,1797,Mezzotint,Sheet: 16 15/16 × 11 7/16 in. (43 × 29 cm),"Rogers Fund, 1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
74335,291924,TRUE,Photographs,2015,Tintype,"[Family Posing on Bow Bridge, Central Park, New York]",NA,NA,NA,NA,NA,Artist,NA,Unknown,American,NA,Unknown,NA,NA,NA,NA,1865–75,1865,1875,Tintype,"Image: 12 x 8.7 cm (4 3/4 x 3 7/16 in.)
Plate: 14 x 10.8 cm (5 1/2 x 4 1/4 in.)
Case: 2 x 15.2 x 12 cm (13/16 x 6 x 4 3/4 in.)","Bequest of Herbert Mitchell, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
94570,53656,TRUE,Asian Art,1936,Woodblock print,NA,Japan,NA,NA,NA,NA,Artist,NA,Kitagawa Utamaro,"Japanese, ca. 1754–1806",NA,Kitagawa Utamaro,Japanese,1754,1806,NA,ca. 1795,1785,1805,Woodblock print; ink and color on paper,15 x 9 3/4 in. (38.1 x 24.8 cm),"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
51599,11621,TRUE,The American Wing,1984,Painting,Great-Grand-Father's Tale of the Revolution—A Portrait of Reverend Zachariah Greene,American,NA,NA,NA,NA,Artist,NA,William Sidney Mount,"American, Setauket, New York 1807–1868 Setauket, New York",NA,"Mount, William Sidney",American,1807,1868,NA,1852,1852,1852,Oil on canvas,24 x 20 in. (61 x 50.8 cm),"Purchase, Morris K. Jesup and Maria DeWitt Jesup Funds, Gift of George I. Seney and Bequest of Vera Ruth Miller, by exchange; and Gift of Anita Pohndorff Yates, in memory of her father, F. G. Pohndorff, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
39574,224289,TRUE,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16th century,1500,1599,Silk on cotton,L. 12 x W. 5 inches (30.5 x 12.7 cm),"Gift of The United Piece Dye Works, 1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Embroidered,NA
41659,742209,TRUE,Islamic Art,1948,Fragment,Fragment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,probably 8th–12th century,800,1300,Stucco; carved,L 4 cm X W 3.5  x H 2,"Rogers Fund, 1948",Excavated in,Nishapur,NA,NA,Iran,NA,NA,NA,NA,NA,NA,Stucco,NA
59358,651289,TRUE,The Cloisters,2014,Jug,Green Glazed Jug,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14th century,1300,1400,Lead glazed earthenware,15 3/8 × 7 13/16 × 6 7/8 in. (39.1 × 19.8 × 17.5 cm),"The Cloisters Collection, 2014",Made in,Mill Green,NA,Essex,England,NA,NA,NA,NA,NA,NA,Ceramics-Pottery,NA
7174,397070,FALSE,Drawings and Prints,1943,Print,Quadrille Band,NA,NA,NA,NA,NA,Artist|Publisher,NA,Effim H. Sherman|WPA,"American (born Romania), 1889–1964 New York (?)",NA,"Sherman, Effim H.|WPA",American,1885,1964,|,1939–43,1939,1943,Drypoint,"sheet: 11 3/8 x 15 7/8 in. (28.9 x 40.4 cm)
plate: 8 5/16 x 10 13/16 in. (21.1 x 27.5 cm)","Gift of the Work Projects Administration, New York, 1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
75808,269248,TRUE,Photographs,1948,Photograph,Hofrat Raymond,NA,NA,NA,NA,NA,Artist,NA,Franz Antoine,"Austrian, 1814–1882",NA,"Antoine, Franz",Austrian,1814,1882,NA,1850s–60s,1850,1869,Albumen silver print from glass negative,34.9 x 25.0 cm. (13  3/4  x 9  13/16  in.),"David Hunter McAlpin Fund, 1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA
26524,16500,TRUE,The American Wing,1953,Drawing,"Portrait of Seated Man with Pen and Paper; Standing Female Nude, Rear View (from Sketchbook)",American,NA,NA,NA,NA,Artist,NA,Thomas Sully,"American, Horncastle, Lincolnshire 1783–1872 Philadelphia, Pennsylvania",NA,"Sully, Thomas",American,1783,1872,NA,1810–20,1810,1820,"Ink, wash, on paper",9 x 11 1/2 in. (22.9 x 29.2 cm),"Rogers Fund, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
35872,312659,TRUE,"Arts of Africa, Oceania, and the Americas",1979,Rattle,Raven Rattle,Haida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1840,1840,1840,"Wood, ivory",H. 8 5/8 x W. 5 in. (22.1 x 12.7 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",NA,NA,NA,British Columbia,Canada,NA,NA,NA,NA,NA,NA,Wood-Musical Instruments,NA
60753,192203,TRUE,European Sculpture and Decorative Arts,1913,Strainer spoon,Strainer spoon,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Silver,Length: 5 1/2 in. (14 cm),"Rogers Fund, 1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Silver,NA
88790,263179,FALSE,Photographs,1981,Album,[Album of 102 Views of India],NA,NA,NA,NA,NA,Artist|Artist,NA,Samuel Bourne|Charles Shepherd,"British, 1834–1912|British",NA,"Bourne, Samuel|Shepherd, Charles",British|British,1834,1912,|,1860s–90s,1860,1899,Albumen silver prints,NA,"Robert O. Dougan Collection, Gift of Warner Communications Inc., 1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albums,NA
38177,372661,TRUE,Drawings and Prints,1883,Print,Vauxhall Bridge,NA,NA,NA,NA,NA,Artist,NA,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",NA,"Whistler, James McNeill",American,1834,1903,NA,1861,1861,1861,"Etching and drypoint, printed in black ink on fine buff fibrous laid Japan; second state of two (Glasgow)","Plate: 2 11/16 × 4 1/2 in. (6.9 × 11.4 cm)
Sheet: 8 3/4 x 10 7/16 in. (22.2 x 26.5 cm)","Gift of William Loring Andrews, 1883, transferred from the Library",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
61735,710721,FALSE,Drawings and Prints,1974,Print,Us,NA,NA,NA,NA,NA,Publisher|Poet|Printer|Artist,NA,Universal Limited Art Editions|Frank O'Hara|Robert Blackburn|Larry Rivers,"American, 1926–1966|American, Summit, New Jersey 1920–2003 New York|American, Bronx, New York 1923–2002 Southampton, New York",NA,"Universal Limited Art Editions|O'Hara, Frank|Blackburn, Robert|Rivers, Larry",NA,1950      |1926      |1920      |1923,2050      |1966      |2003      |2002,|||,1957,1957,1957,Lithograph,"Sheet: 18 11/16 × 23 7/8 in. (47.4 × 60.7 cm)
Image: 13 3/4 × 17 13/16 in. (35 × 45.2 cm)","Stewart S. MacDermott and John B. Turner Funds, 1974",NA,West Islip,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portfolios|Prints,NA
14290,768936,FALSE,Islamic Art,1948,Fragment,Ceramic Fragment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8th–12th century,700,1199,"Earthenware; white slipped, slip-painted under a colorless glaze",D 10 cm x H 2 cm,"Rogers Fund, 1948",Excavated in,Nishapur,NA,NA,Iran,NA,NA,NA,NA,NA,NA,Ceramics,NA
46875,239623,TRUE,Greek and Roman Art,1874,Perfume bottle,Glass perfume bottle,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st century A.D.,1,99,Glass,"4 15/16in. (12.5cm)
Other: 2 1/16 in. (5.2 cm)
Diam. of rim: 15/16 in. (2.4 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA
19054,15389,TRUE,The American Wing,1995,Armchair,Armchair,American,NA,NA,NA,NA,Maker,Attributed to,Adam Hains,1768–after 1820,NA,"Hains, Adam",NA,1768,1821,NA,1792–97,1792,1797,Mahogany with ash,34 3/4 x 23 1/4 x 19 in. (88.3 x 59.1 x 48.3 cm),"Purchase, Mr. and Mrs. George M. Kaufman Gift, 1995",Made in,Philadelphia,NA,NA,United States,NA,NA,NA,NA,NA,NA,Furniture,NA
65067,437057,TRUE,European Paintings,1932,Painting,Virgin and Child,NA,NA,NA,NA,NA,Artist,NA,Hans Memling,"Netherlandish, Seligenstadt, active by 1465–died 1494 Bruges",NA,"Memling, Hans",Netherlandish,1465,1494,NA,ca. 1475–80,1475,1480,Oil on wood,"Overall, with integral frame, diameter 9 3/4 in. (24.8 cm); painted surface diameter 6 7/8 in. (17.5 cm)","The Friedsam Collection, Bequest of Michael Friedsam, 1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
38822,658885,FALSE,Drawings and Prints,1963,Print,"Maud Granger, from the Actors and Actresses series (N342), Type 1, issued by Thomas H. Hall Tobacco to promote Between the Acts and Bravo Cigarettes.",NA,NA,NA,NA,NA,Publisher|Lithographer,Issued by|Lithograph by,Thomas H. Hall Tobacco|Heppenheimer & Mauer,"New York, NY",NA,Thomas H. Hall Tobacco|Heppenheimer & Mauer,NA,1800,1900,|,1880–92,1880,1892,Commercial color lithograph,Sheet: 3 1/16 × 1 9/16 in. (7.7 × 4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
17247,449284,TRUE,Islamic Art,1938,Button or bead,Button or Bead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9th–10th century,800,999,"Bone; tinted, incised, and inlaid with paint","H. 1/4 in. (0.6 cm) 
Diam. 7/8 in. (2.3 cm)","Rogers Fund, 1938",Excavated in,Nishapur,NA,NA,Iran,NA,NA,NA,NA,NA,NA,Ivories and Bone,NA
80486,168359,TRUE,Costume Institute,2009,Evening slippers,Evening slippers,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855–69,1855,1869,Silk,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Miss R. B. Holmes, 1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12653,113046,TRUE,Costume Institute,1972,Hat,Hat,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1868,1863,1873,straw,NA,"Purchase, Irene Lewisohn Bequest, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46186,250632,TRUE,Greek and Roman Art,1917,Chisel,Chisel,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-670,330,"Bronze, bone",Other: 3 7/16 in. (8.7 cm),"Rogers Fund, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronzes,NA
37850,16821,FALSE,The American Wing,2000,Medal,Medal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838,1838,1838,Silver,2 11/16 x 3 3/16 in. (6.8 x 8.1 cm),"Purchase, Susan and Jon Rotenstreich Gift, 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jewelry,NA
7669,260126,FALSE,Photographs,1972,Photomechanical print,H.R.H. Princess Rupprecht with Prince Leopold and Albrecht Johann,NA,NA,NA,NA,NA,Artist,NA,Frank Eugene,"American, New York 1865–1936 Munich",NA,"Eugene, Frank",American,1865,1936,NA,"1900–1908, printed 1910",1900,1908,Photogravure,NA,"Rogers Fund, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs|Prints,NA
18265,256240,TRUE,Greek and Roman Art,1995,Bracelet with carnelian,Gold bracelet with a carnelian stone,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd century A.D.,200,299,Gold and carnelian,diameter  2 1/2in. (6.4cm),"Gift of Christos G. Bastis, in honor of Philippe de Montebello, 1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold and Silver,NA
90124,314972,FALSE,"Arts of Africa, Oceania, and the Americas",1986,Headdress,Headdress: Spirit Elephant (Ogbodo Enyi),Izi peoples,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th–20th century,1800,2000,"Wood, pigment, nails",H.12 1/2 x W. 9 3/4 x D. 18 3/4 in. (31.8 x 24.8 x 47.6 cm),"Gift of Dr. and Mrs. Jeffrey S. Hammer, in memory of Mrs. Sophia Hammer, 1986",NA,NA,NA,NA,Nigeria,NA,NA,NA,NA,NA,NA,Wood-Sculpture,NA
66729,362847,FALSE,Drawings and Prints,1981,Drawing,Design for a Table,NA,NA,NA,NA,NA,Artist,NA,Omer Piret,"French, 20th century",NA,Omer Piret,French,1900,1950,NA,20th century,1900,1981,"Graphite, brush and brown wash. Framing lines in graphite, brush and brown wash.",sheet: 11 9/16 x 14 15/16 in. (29.3 x 37.9 cm),"Gift of Mary L. Myers, 1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA
46234,776969,FALSE,Drawings and Prints,2011,Baseball card,"Bob Kennedy, Third Base-Outfield, Detroit Tigers, from the ""1957 Topps Regular Issue"" series (R414-12), issued by Topps Chewing Gum Company.",NA,NA,NA,NA,NA,Publisher,Issued by,Topps Chewing Gum Company,"American, Brooklyn",NA,Topps Chewing Gum Company,NA,NA,NA,NA,1957,1957,1957,Commercial color lithograph,Sheet: 3 1/2 × 2 1/2 in. (8.9 × 6.3 cm),"Anonymous Gift, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
88779,358731,TRUE,Drawings and Prints,1917,Print,Goose Girl,NA,NA,NA,NA,NA,Artist,NA,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830–1903 Paris",NA,"Pissarro, Camille",French,1830,1903,NA,1888,1888,1888,Etching and drypoint on china paper; third state of three,"sheet: 9 3/8 x 13 11/16 in. (23.8 x 34.7 cm)
plate: 5 3/8 x 7 5/8 in. (13.6 x 19.4 cm)","Gift from an Anonymous Donor, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
13143,352995,TRUE,Drawings and Prints,1917,Book,Legendario di sancti,NA,NA,NA,NA,NA,Author|Publisher,Written by|Published by,Pseudo Jacobus de Voragine|Bernardino de' Vitali,NA,", Venice","Voragine, Pseudo Jacobus de|Vitali, Bernardino de'",Italian,NA,NA,|,"October 20, 1514",1514,1514,Woodcut,11 5/8 x 8 7/16 x 2 3/16 in. (29.6 x 21.4 x 5.5 cm),"Anonymous Gift, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA
48026,733596,TRUE,Greek and Roman Art,2011,Skyphos fragment,Terracotta fragment of a skyphos (deep drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,second quarter of the 5th century B.C.,-530,-300,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA
66240,351277,FALSE,Drawings and Prints,1941,Book ; Ornament and Architecture,The Architecture of M. Vitruvius Pollio in Ten Books (De architectura),NA,NA,NA,NA,NA,Translator|Illustrator|Engraver|Engraver|Engraver|Engraver|Engraver|Printer|Publisher|Engraver|Author,Translated and illustrated by,Joseph Gwilt|John Peter Gandy|John Roffe|James Carter|William Kelsall|Joseph Wilson Lowry|William Woolnoth|G. Woodfall|Priestly and Weale|John Roffe|Marcus Pollio Vitruvius,"British, 1784–1863|British, 1787–1850|British, 1769–1850|British, London 1798–1855|British, first half 19th century|British, Middlesex 1803–1879 London|British, 1780–1837|London|London|British, 1769–1850|Roman, active late 1st century B.C.",NA,"Gwilt, Joseph|Gandy, John Peter|Roffe, John|Carter, James|Kelsall, William|Lowry, Joseph Wilson|Woolnoth, William|Woodfall, G.|Priestly and Weale|Roffe, John|Vitruvius, Marcus",British|British|British|British|British|British|British|British|British|British|Italian,1784      |1787      |1769      |1798      |1800      |1803      |1780      |1800      |1750      |1769      |-0100,1863      |1850      |1850      |1855      |1900      |1879      |1837      |1900      |1850      |1850      |0001,||||||||||,1826,1826,1826,Illustrations: engraving on chine collé,11 1/4 × 7 7/8 × 1 13/16 in. (28.5 × 20 × 4.6 cm),"Bequest of W. Gedney Beatty, 1941",NA,London,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books|Ornament & Architecture,NA
39059,2978,TRUE,The American Wing,1914,Curtain knob,Curtain Knob,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,1850,1850,Mottled brown earthenware,H. 4 1/4 in. (10.8 cm); Diam. 3 3/4 in. (9.5 cm),"Rogers Fund, 1914",Probably made in,Bennington,NA,NA,United States,NA,NA,NA,NA,NA,NA,Ceramics,NA
10732,635004,FALSE,Drawings and Prints,1963,Print,"Working Horses, from the Jigsaw Puzzle Pictures series (T76) issued by Turkish Trophies Cigarettes",NA,NA,NA,NA,NA,Publisher,Issued by,Turkish Trophies Cigarettes,NA,NA,Turkish Trophies Cigarettes,NA,1850,1950,NA,1909–11,1909,1911,Commercial color lithograph,Sheet: 2 9/16 × 3 5/16 in. (6.5 × 8.4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ephemera,NA
1634,71699,TRUE,Asian Art,1920,Piece,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Silk / Compound weave,6 1/4 × 1 3/8 in. (15.9 × 3.5 cm),"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA
22377,560348,TRUE,Egyptian Art,1922,Sealing,Sealing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1981–1640 B.C.,-1981,-1640,Mud,NA,"Rogers Fund and Edward S. Harkness Gift, 1922",From,NA,NA,NA,Egypt,Memphite Region,NA,NA,NA,NA,NA,NA,NA
3983,415928,FALSE,Drawings and Prints,1951,Print,The Dreams of Youth,NA,NA,NA,NA,NA,Publisher,NA,Currier & Ives,"American, active New York, 1857–1907",NA,Currier & Ives,American,1857,1907,NA,1869,1869,1869,Hand-colored lithograph,"Image: 9 1/2 x 16 7/8 in. (24.1 x 42.9 cm)
Image with text: 10 7/8 x 16 7/8 in. (27.6 x 42.9 cm)","Gift of A. S. Colgate, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA
28969,773112,FALSE,Asian Art,2019,Hanging scroll,NA,China,NA,NA,NA,NA,Artist,NA,Qi Baishi,"Chinese, 1864–1957",NA,QI BAISHI,NA,1864,1957,NA,1947,1947,1947,Framed hanging scroll; ink and color on paper,Image: 12 7/8 × 17 5/8 in. (32.7 × 44.8 cm),"Bequest of Robert H. Ellsworth, 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
72368,316494,TRUE,"Arts of Africa, Oceania, and the Americas",1991,Plaque,Plaque: Court Official with Magical Staff,Edo peoples,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16th–17th century,1500,1700,Brass,(Approx.) H. 18 1/4 × W. 8 × D. 2 in. (46.4 × 20.3 × 5.1 cm),"Gift of Mr. and Mrs. Klaus G. Perls, 1991",NA,Court of Benin,NA,NA,Nigeria,NA,NA,NA,NA,NA,NA,Metal-Sculpture,NA
31940,465590,TRUE,Medieval Art,1917,Necklace,Beaded Necklace,Frankish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500–600,500,600,"Glass, glazed earthenware (faience)",Overall: length of string 27 3/4 x 13/16 in. (70.5 x 2.1 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,NA,NA,Germany,NA,NA,NA,NA,NA,NA,Glass-Beads,NA
70472,741236,TRUE,Islamic Art,1948,Fragment,Fragment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,probably 8th–12th century,800,1300,Stucco (mortar); carved; painted,L 3x W 3x H 1.5,"Rogers Fund, 1948",Excavated in,Nishapur,NA,NA,Iran,NA,NA,NA,NA,NA,NA,Stucco,NA
34408,45696,TRUE,Asian Art,1929,Painting,NA,Japan,NA,NA,NA,NA,Artist,NA,Isei,"Japanese, mid-16th century",NA,Isei,Japanese,1536,1570,NA,NA,1534,1566,Framed painting; ink and color on paper,18 1/2 x 12 1/2 in. (47 x 31.8 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA
9739,269904,FALSE,Photographs,1957,Photograph,"Nude on Sand, Oceano",NA,NA,NA,NA,NA,Artist|Printer|Printer,NA,Edward Weston|Brett Weston|Cole Weston,"American, Highland Park, Illinois 1886–1958 Carmel, California|American, Los Angeles, California 1911–1993 Kona, Hawaii|American, 1919–2003",or,"Weston, Edward|Weston, Brett|Weston, Cole",American|American|American,1886      |1911      |1919,1958      |1993      |2003,||,"1936, printed ca. 1954",1936,1936,Gelatin silver print,19.1 x 24.2 cm. (7  1/2  x 9  1/2  in.),"David Hunter McAlpin Fund, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,"© Center for Creative Photography, Arizona Board of Regents"
47822,71253,TRUE,Asian Art,1920,Piece,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Silk / Compound weave,4 3/4 × 2 3/8 in. (12.1 × 6 cm),"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA
